2020-10-01T00:00:05.467507 24.4
2020-10-01T00:05:04.869468 24.4
2020-10-01T00:10:05.247738 24.4
2020-10-01T00:15:05.753435 24.3
2020-10-01T00:20:05.198686 24.3
2020-10-01T00:25:05.560485 24.3
2020-10-01T00:30:04.979336 24.3
2020-10-01T00:35:05.403545 24.3
2020-10-01T00:40:04.893458 24.3
2020-10-01T00:45:05.410672 24.3
2020-10-01T00:50:04.832768 24.3
2020-10-01T00:55:05.228709 24.3
2020-10-01T01:00:05.636724 24.3
2020-10-01T01:05:05.041537 24.3
2020-10-01T01:10:05.377575 24.3
2020-10-01T01:15:04.878875 24.3
2020-10-01T01:20:05.173498 24.3
2020-10-01T01:25:05.584070 24.3
2020-10-01T01:30:05.039533 24.3
2020-10-01T01:35:05.402903 24.3
2020-10-01T01:40:05.736739 24.3
2020-10-01T01:45:05.185221 24.3
2020-10-01T01:50:05.576797 24.3
2020-10-01T01:55:05.087305 24.3
2020-10-01T02:00:05.720649 24.3
2020-10-01T02:05:05.253518 24.4
2020-10-01T02:10:05.637548 24.4
2020-10-01T02:15:05.087786 24.4
2020-10-01T02:20:05.492694 24.4
2020-10-01T02:25:04.865554 24.4
2020-10-01T02:30:05.211656 24.4
2020-10-01T02:35:05.725534 24.4
2020-10-01T02:40:05.143791 24.4
2020-10-01T02:45:05.598891 24.4
2020-10-01T02:50:05.025490 24.4
2020-10-01T02:55:05.487866 24.4
2020-10-01T03:00:04.872425 24.3
2020-10-01T03:05:05.346592 24.3
2020-10-01T03:10:04.773513 24.3
2020-10-01T03:15:05.139841 24.3
2020-10-01T03:20:05.600306 24.3
2020-10-01T03:25:05.106884 24.3
2020-10-01T03:30:05.492740 24.3
2020-10-01T03:35:05.073084 24.3
2020-10-01T03:40:05.496177 24.3
2020-10-01T03:45:04.848806 24.3
2020-10-01T03:50:05.273554 24.3
2020-10-01T03:55:05.654806 24.3
2020-10-01T04:00:05.139068 24.3
2020-10-01T04:05:05.519554 24.3
2020-10-01T04:10:04.997561 24.3
2020-10-01T04:15:05.373509 24.2
2020-10-01T04:20:04.800160 24.2
2020-10-01T04:25:05.217421 24.2
2020-10-01T04:30:05.525561 24.2
2020-10-01T04:35:04.820652 24.2
2020-10-01T04:40:05.453425 24.2
2020-10-01T04:45:04.937462 24.2
2020-10-01T04:50:04.865491 24.2
2020-10-01T04:55:05.303240 24.2
2020-10-01T05:00:04.905048 24.2
2020-10-01T05:05:05.316769 24.2
2020-10-01T05:10:04.899635 24.2
2020-10-01T05:15:05.646882 24.1
2020-10-01T05:20:05.004777 24.1
2020-10-01T05:25:05.548701 24.1
2020-10-01T05:30:04.976029 24.2
2020-10-01T05:35:05.519302 24.3
2020-10-01T05:40:04.903482 24.3
2020-10-01T05:45:05.383650 24.3
2020-10-01T05:50:05.689150 24.3
2020-10-01T05:55:05.125551 24.4
2020-10-01T06:00:05.500848 24.4
2020-10-01T06:05:04.951643 24.4
2020-10-01T06:10:05.339685 24.4
2020-10-01T06:15:04.849473 24.4
2020-10-01T06:20:05.210991 24.4
2020-10-01T06:25:05.609543 24.4
2020-10-01T06:30:05.053491 24.4
2020-10-01T06:35:05.525496 24.5
2020-10-01T06:40:05.016648 24.4
2020-10-01T06:45:05.407966 24.4
2020-10-01T06:50:04.851874 24.4
2020-10-01T06:55:05.272434 24.4
2020-10-01T07:00:04.761497 24.4
2020-10-01T07:05:05.195370 24.4
2020-10-01T07:10:05.615550 24.4
2020-10-01T07:15:04.961338 24.4
2020-10-01T07:20:05.332847 24.5
2020-10-01T07:25:04.780412 24.6
2020-10-01T07:30:05.139815 24.6
2020-10-01T07:35:05.520727 24.7
2020-10-01T07:40:05.001529 24.7
2020-10-01T07:45:05.475944 24.6
2020-10-01T07:50:04.919967 24.6
2020-10-01T07:55:05.304151 24.6
2020-10-01T08:00:05.701506 24.6
2020-10-01T08:05:05.096801 24.6
2020-10-01T08:10:05.565470 24.6
2020-10-01T08:15:04.959026 24.6
2020-10-01T08:20:05.663848 24.6
2020-10-01T08:25:05.125491 24.6
2020-10-01T08:30:05.545089 24.6
2020-10-01T08:35:05.008525 24.6
2020-10-01T08:40:05.469549 24.7
2020-10-01T08:45:04.981519 24.7
2020-10-01T08:50:05.345304 24.7
2020-10-01T08:55:04.789491 24.7
2020-10-01T09:00:05.316073 24
2020-10-01T09:05:04.826876 23.4
2020-10-01T09:10:05.035794 23.8
2020-10-01T09:15:05.388792 24.1
2020-10-01T09:20:04.903085 24.1
2020-10-01T09:25:05.436651 23.9
2020-10-01T09:30:04.916713 23.2
2020-10-01T09:35:05.292225 22.6
2020-10-01T09:40:05.041434 22.4
2020-10-01T09:45:05.492075 22.2
2020-10-01T09:50:04.920599 21.9
2020-10-01T09:55:05.360784 22.5
2020-10-01T10:00:04.844807 22.7
2020-10-01T10:05:05.532781 22.8
2020-10-01T10:10:04.834758 23.1
2020-10-01T10:15:05.210628 22.2
2020-10-01T10:20:05.501400 22.6
2020-10-01T10:25:05.023640 22.8
2020-10-01T10:30:05.720618 22.7
2020-10-01T10:35:05.051221 23.2
2020-10-01T10:40:05.628778 23.6
2020-10-01T10:45:05.108740 22.8
2020-10-01T10:50:05.696260 23.1
2020-10-01T10:55:05.211951 23.2
2020-10-01T11:00:04.980755 22.7
2020-10-01T11:05:05.337549 23.4
2020-10-01T11:10:05.703351 23.8
2020-10-01T11:15:05.625464 24.1
2020-10-01T11:20:05.091825 24.3
2020-10-01T11:25:05.669552 23.5
2020-10-01T11:30:05.260729 21.8
2020-10-01T11:35:05.753434 22.3
2020-10-01T11:40:05.391890 22.6
2020-10-01T11:45:05.017468 22.9
2020-10-01T11:50:05.356916 22.8
2020-10-01T11:55:05.067674 23.4
2020-10-01T12:00:05.571547 23.3
2020-10-01T12:05:05.583609 23.6
2020-10-01T12:10:05.042710 23.9
2020-10-01T12:15:05.067620 24.1
2020-10-01T12:20:05.455005 24.2
2020-10-01T12:25:05.432764 24.3
2020-10-01T12:30:05.360752 24.4
2020-10-01T12:35:05.739463 24.5
2020-10-01T12:40:05.182750 24.6
2020-10-01T12:45:05.560675 24.6
2020-10-01T12:50:04.924724 24.7
2020-10-01T12:55:05.285593 24.8
2020-10-01T13:00:05.495537 24.8
2020-10-01T13:05:04.987320 24.9
2020-10-01T13:10:05.432117 24.9
2020-10-01T13:15:04.889459 25
2020-10-01T13:20:05.327885 25
2020-10-01T13:25:05.604044 25.1
2020-10-01T13:30:04.923931 25.1
2020-10-01T13:35:05.711701 25.1
2020-10-01T13:40:05.044379 25.1
2020-10-01T13:45:05.379358 25.1
2020-10-01T13:50:04.795638 25.1
2020-10-01T13:55:05.009504 25.1
2020-10-01T14:00:05.363444 25.1
2020-10-01T14:05:05.505438 25.1
2020-10-01T14:10:04.940682 25.2
2020-10-01T14:15:05.312249 25.2
2020-10-01T14:20:05.662921 25.2
2020-10-01T14:25:05.011331 25.2
